mdp.39015024523600,none
mdp.39015004343722,none
mdp.39015020573104,none
mdp.39015031010526,none
uc1.b3267454,none
uc1.b3945802,none
uc1.32106001938031,none
mdp.39015056720330,none
uc1.b4079171,none
mdp.39015063025145,none
mdp.39015008937685,none
mdp.39015016760285,none
mdp.39015065528310,none
mdp.39015066650097,none
mdp.39015008943220,none
mdp.39015013790376,none
mdp.39015064844080,none
mdp.39015065432463,none
mdp.39015065432455,none
inu.30000007107075,none
mdp.39015065529805,none
mdp.39015020725266,none
mdp.39015065994041,none
uc1.b3575850,none
mdp.39015004020155,none
mdp.39015021558310,none
mdp.39015003624312,none
inu.32000001182148,none
mdp.39015013762755,none
mdp.39015033158570,none
uiug.30112002622410,none
mdp.39015066683122,none
mdp.39015024521471,none
uc1.b4101355,none
mdp.39015002862939,none
mdp.39015003629543,none
mdp.39015066588206,none
mdp.39015066588354,none
mdp.39015001511990,none
uc1.b4103214,none
mdp.39015058682579,none
mdp.39015066698617,none
mdp.39015063800596,none
uc1.32106019582813,none
mdp.39015004689017,none
uc1.b4103968,none
mdp.39015078655050,none
mdp.39015015184206,none
mdp.39015015184214,none
mdp.39015015184222,none
mdp.39015015184230,none
mdp.39015065528815,none
mdp.39015004901073,none
uc1.b4103251,none
mdp.39015026822026,none
mdp.39015026822034,none
mdp.39015026822042,none
uc2.ark+=13960=t3xs5nb5k,none
uc2.ark+=13960=t3125t70k,none
uc2.ark+=13960=t1ng4kh6z,none
mdp.39015092199549,none
uc1.b3326113,none
uc1.b3326114,none
uc1.b3326115,none
uc1.b3326116,none
uc1.b3326120,none
uc1.b3326121,none
uc1.b3326122,none
uc1.b3326124,none
uc1.b3326127,none
mdp.39015062237162,none
uc1.b3575489,none
mdp.39015008822523,none
mdp.39015027450488,none
mdp.39015014364007,none
mdp.39015050245748,none
mdp.39015027187965,none
mdp.39015031886198,none
mdp.39015077951799,none
mdp.39015077951948,none
mdp.39015077951781,none
mdp.39015077951989,none
mdp.39015077952060,none
uc1.b3549777,none
uc1.b3549778,none
uc1.b3549779,none
uc1.b3549781,none
uc1.b3549784,none
uc1.b3549785,none
uc1.b3549786,none
uc1.b3549787,none
mdp.39015034717051,none
uc1.$b74556,none
mdp.39015031604526,none
mdp.39015011213728,none
mdp.39015013787588,none
mdp.39015067092497,none
inu.32000002870790,none
mdp.39015059718299,none
mdp.39015024519749,none
mdp.39015024519756,none
mdp.39015078566315,none
mdp.39015078566398,none
uc1.b3862351,none
mdp.39015013368058,none
mdp.39015020822089,none
mdp.39015013299014,none
mdp.39015078566455,none
mdp.39015066649776,none
uc1.32106013676405,none
mdp.39015013355626,none
mdp.39015000244981,none
mdp.39015002532409,none
inu.30000007162740,none
inu.30000005342617,none
mdp.39015000241391,none
mdp.39015000359318,none
uc1.32106007666180,none
uc1.32106005373698,none
uc1.b4912736,none
uc1.b4912737,none
mdp.39015066698666,none
mdp.39015024077185,none
mdp.39015024077276,none
mdp.39015000207590,none
mdp.39015000957574,none
mdp.39015001585002,none
mdp.39015000221443,none
mdp.39015000221278,none
mdp.39015000349087,none
mdp.39015001585010,none
inu.30000011367970,none
mdp.39015005899052,none
mdp.39015014804044,none
mdp.39015014823259,none
inu.30000011918566,none
mdp.39015004083955,none
mdp.39015008653985,none
mdp.39015002775164,none
mdp.39015013790343,none
uc1.$b87020,none
mdp.39015036719394,none
mdp.39015063837648,none
mdp.39015014114857,none
uc1.b3861558,none
mdp.39015004650548,none
mdp.39015065461074,none
mdp.39015063701521,none
mdp.39015030114873,none
mdp.39015010934878,none
mdp.39015063922374,none
mdp.39015013793875,none
mdp.39015013793800,none
mdp.39015014669694,none
mdp.39015024078571,none
mdp.39015024078589,none
mdp.39015066650469,none
mdp.39015068050569,none
mdp.39015065993860,none
inu.32000006230694,none
mdp.39015014823275,none
mdp.39015011637561,none
mdp.39015005050532,none
mdp.39015014823325,none
mdp.39015004661875,none
mdp.39015005424257,none
mdp.39015031232617,none
mdp.39015031763769,none
mdp.39015065993753,none
mdp.39015030427606,none
mdp.39015066698682,none
mdp.39015066688113,none
mdp.39015004897149,none
mdp.39015024518659,none
mdp.39015001448490,none
mdp.39015009090310,none
mdp.39015059771322,none
mdp.39015011802488,none
mdp.39015062964880,none
uc1.b4156535,none
uc1.$b399847,none
mdp.39015013019834,none
mdp.39015049677282,none
mdp.39015062396273,none
inu.39000002119985,none
mdp.39015062381416,none
mdp.39015059719412,none
mdp.39015062964823,none
uc1.$b251793,none
mdp.39015062964997,none
mdp.39015014708815,none
mdp.39015014708807,none
mdp.39015014708922,none
mdp.39015001448474,none
uc1.b3548543,none
mdp.39015020821891,none
uc1.$b112522,none
mdp.39015022426780,none
mdp.39015014113925,none
inu.39000003484222,none
mdp.39015001505554,none
mdp.39015062917490,none
mdp.39015000219546,none
mdp.39015081166384,none
mdp.39015066718845,none
mdp.39015048909058,none
mdp.39015021038552,none
uc1.b3116879,none
uc1.$b803110,none
uc1.$b243961,none
uc1.$b243963,none
mdp.39015066688006,none
mdp.39015014665916,none
mdp.39015002146614,none
inu.39000003771180,none
mdp.39015011207282,none
mdp.39015004687557,none
uc1.$b56216,none
mdp.39015035325763,none
pst.000018729719,none
mdp.39015006570447,none
mdp.39015066681563,none
mdp.39015066649909,none
mdp.39015008673124,none
mdp.39015022386786,none
mdp.39015062378917,none
mdp.39015066705362,none
mdp.39015031405320,none
mdp.39015008013057,none
mdp.39015011305862,none
mdp.39015010449539,none
mdp.39015013762748,none
mdp.39015005628212,none
mdp.39015066409874,none
mdp.39015066688774,none
mdp.39015009079164,none
uc1.b2932677,none
mdp.39015011699165,none
mdp.39015013285609,none
mdp.39015008208533,none
mdp.39015019975625,none
mdp.39015008994066,none
mdp.39015024079678,none
uc1.b2932679,none
uc1.b2932680,none
uc1.b2932682,none
mdp.39015004006931,none
mdp.39015015199436,none
pst.000030103412,none
mdp.39015066698526,none
mdp.39015008208525,none
mdp.39015008041736,none
uc1.32106001959268,none
mdp.39015066681332,none
mdp.39015006191848,none
mdp.39015066688584,none
mdp.39015015184123,none
mdp.39015066688576,none
uc1.$b441022,none
mdp.39015024082318,none
inu.39000005725028,none
mdp.39015015184008,none
mdp.39015028751777,none
uc1.b4088006,none
pst.000043687015,none
uc2.ark+=13960=t7jq0ts3m,none
uc1.b3759962,none
mdp.39015024076203,none
mdp.39015063009057,none
mdp.39015013435493,none
mdp.39015066681100,none
mdp.39015008875604,none
mdp.39015024082565,none
mdp.39015024082581,none
mdp.39015025122352,none
mdp.39015014508785,none
mdp.39015024082888,none
mdp.39015024082995,none
mdp.39015026808843,none
mdp.39015062379055,none
mdp.39015031600623,none
mdp.39015024084801,none
mdp.39015024084330,none
mdp.39015059730799,none
mdp.39015008519384,none
mdp.39015005178473,none
mdp.39015008938808,none
mdp.39015008036892,none
mdp.39015004042316,none
mdp.39015005108124,none
mdp.39015013769933,none
mdp.39015054045730,none
mdp.39015019780264,none
mdp.39015003633057,none
mdp.39015014950953,none
mdp.39015024085287,none
uc1.b3462562,none
mdp.39015005160836,none
pst.000031825146,none
uc1.b4101788,none
mdp.39015024085204,none
mdp.39015024085261,none
mdp.39015011268417,none
mdp.39015024085386,none
mdp.39015039750545,none
mdp.39015024084140,none
mdp.39015031941597,none
mdp.39015024085600,none
mdp.39015017693923,none
mdp.39015012117514,none
mdp.39015024085816,none
mdp.39015024085931,none
mdp.39015028737040,none
mdp.39015008577168,none
mdp.39015024085915,none
mdp.39015066904981,none
mdp.39015024086293,none
uc1.32106002114335,none
mdp.39015024086350,none
uc1.$b372444,none
mdp.39015058208318,none
mdp.39015063025087,none
uc1.b4512664,none
mdp.39015004909001,none
mdp.39015014185097,none
mdp.39015031015566,none
mdp.39015031013918,none
mdp.39015003839605,none
mdp.39015003845156,none
mdp.39015054069995,none
mdp.39015013968337,none
mdp.39015003986992,none
uc1.$b384874,none
mdp.39015000694953,none
uc1.$b14790,none
mdp.39015031040580,none
mdp.39015016911466,none
mdp.39015011243659,none
mdp.39015010732504,none
uc1.b3554705,none
mdp.39015054103992,none
mdp.39015030884962,none
uc1.b3539518,none
mdp.39015030884947,none
mdp.39015019227282,none
mdp.39015014321262,none
mdp.39015003740944,none
mdp.39015005563096,none
uc1.$b51254,none
mdp.39015002206608,none
mdp.39015030884681,none
mdp.39015054507416,none
mdp.39015054507713,none
uc1.$b27403,none
mdp.39015017643951,genre
uc1.b4422352,genre
mdp.39015008806062,none
mdp.39015009097547,none
mdp.39015030995644,none
mdp.39015030995560,none
mdp.39015011037689,none
mdp.39015066080030,none
mdp.39015038040955,none
uc1.b4223362,none
uc1.b4223363,none
uc1.b3125235,none
mdp.39015005254233,none
mdp.39015029837211,none
mdp.39015028793506,none
mdp.39015066071013,none
uc1.b3545482,none
mdp.39015030995784,none
mdp.39015030910064,none
uc1.$b111316,none
uc1.b5084193,none
mdp.39015054507473,none
uc1.b3545677,none
mdp.39015030910049,none
mdp.39015011248450,none
mdp.39015009046395,none
mdp.39015019124026,none
uc1.$b186432,none
uc1.b3469687,none
mdp.39015002676354,none
mdp.39015031025433,none
mdp.39015008299102,none
uc1.b4098308,none
mdp.39015031025417,none
uc1.$b395655,none
mdp.39015009110209,none
mdp.39015053521863,none
uc1.b3569573,none
mdp.39015016463658,none
mdp.39015030923133,none
mdp.39015010224742,none
mdp.39015030995339,none
uc1.$b396393,none
mdp.39015030912151,none
uc1.b3607768,none
mdp.39015003755041,none
mdp.39015003758011,genre
mdp.39015003750398,none
uc1.$b27400,none
mdp.39015003842419,genre
mdp.39015003859785,genre
mdp.39015003858985,none
mdp.39015011600825,none
mdp.39015015370359,none
mdp.39015031030029,none
mdp.39015009358808,none
mdp.39015074182232,none
mdp.39015004296904,none
mdp.39015018613201,none
uc1.b3543622,none
mdp.39015009298442,none
mdp.39015031219846,none
mdp.39015008551635,none
mdp.39015031219838,none
mdp.39076005057919,none
mdp.39015008364138,none
mdp.39015005006583,none
mdp.39015028549890,none
uc1.b3477093,none
mdp.39015031219218,none
mdp.39015004043512,none
uc1.$b116193,none
uc1.$b120141,none
mdp.39015016901079,none
uc1.$b116286,none
mdp.39015014448982,none
uc1.$b116287,none
mdp.39015016460779,none
uc1.b3336956,none
mdp.39015016899174,none
mdp.39015015389680,none
uc1.$b253966,none
mdp.39015058074553,genre
mdp.39015016902135,none
uc1.b4110241,none
mdp.39015005007938,none
mdp.39015018618713,genre
mdp.39015004708593,genre
mdp.39015018618788,none
mdp.39015014165461,genre
uc1.32106011088132,genre
uc1.$b116535,none
mdp.39015012856889,none
uc1.$b56407,none
mdp.39015030930724,none
mdp.39015030932019,none
uc1.b3474811,none
mdp.39015014762275,genre
mdp.39015010348038,none
mdp.39015003639500,none
uc1.$b135517,none
mdp.39015030932068,none
mdp.39015030931268,genre
uc1.b3545509,genre
mdp.39015030931284,genre
mdp.39015016459920,genre
mdp.39015030931292,none
mdp.39015028975996,none
uc1.$b253897,none
mdp.39015011320077,none
mdp.39015010756982,none
uc1.$b116536,none
inu.30000121005981,none
uc1.b3539529,none
mdp.39015005317980,none
uc1.$b111211,none
mdp.39015030931482,none
mdp.39015046333749,none
mdp.39015008710850,none
uc1.$b116892,none
mdp.39015029485722,none
uc1.$b116683,none
mdp.39015009381305,genre
uc1.$b116677,none
mdp.39015004256049,none
uc1.$b111253,none
uc1.b3545516,none
mdp.39015011694653,none
mdp.39015004820240,none
inu.32000009218639,none
mdp.39015040124078,none
mdp.39015004073485,none
uc1.b4553763,none
mdp.39015066083018,none
mdp.39015030932217,none
mdp.39015030932209,none
mdp.39015030932191,none
mdp.39015016459961,none
mdp.39015046850684,none
inu.39000005900142,none
mdp.39015005756898,genre
mdp.39015062111607,none
mdp.39015019945487,none
mdp.39015030928975,none
uc1.$b156164,none
mdp.39015024848122,none
mdp.39015030928967,none
uc1.b3541679,none
mdp.39015030928926,none
mdp.39015014321254,none
mdp.39015053247501,genre
uc1.b4562654,genre
uc1.$b114454,none
mdp.39015030932472,none
uc1.b4553767,none
uc1.$b27512,genre
mdp.39015022186533,genre
uc1.b3945694,genre
mdp.39015016926449,none
mdp.39015066293039,genre
uc1.b3545499,genre
mdp.39015030932431,none
mdp.39015014459096,none
mdp.39015014459088,none
mdp.39015028562703,none
mdp.39015008606009,none
mdp.39015030931169,none
mdp.39015009138796,none
mdp.39015062337004,none
uc1.b3465149,none
mdp.39015002234063,none
mdp.39015014507399,none
uc1.32106002044979,none
mdp.39015004882380,none
mdp.39015030931185,none
mdp.39015016459276,none
uc1.$b111275,none
mdp.39015008832803,none
uc1.b3554697,none
mdp.39015053247378,none
uc1.b3539602,none
mdp.39015030928785,none
mdp.39015030071503,none
mdp.39015065897574,none
mdp.39015030147428,none
uc1.$b784208,none
mdp.39015022191376,none
mdp.39015013114361,none
uc1.b3451961,none
mdp.39015014677564,none
mdp.39015014677572,none
mdp.39015047753473,none
mdp.39015013018331,none
mdp.39015014677606,none
mdp.39015031294666,none
mdp.39015030147345,none
mdp.39015030147337,none
mdp.39015030146057,none
mdp.39015010437948,none
mdp.39015030104643,none
uc1.b4091427,none
mdp.39015013263473,none
mdp.39015008957071,none
mdp.39015014679677,none
mdp.39015030098951,none
mdp.39015005754075,none
mdp.39015050631475,none
inu.39000001004568,none
mdp.39015005282069,none
uc1.b3527527,none
mdp.39015030101656,none
uc1.$b615441,none
uc1.$b157257,none
mdp.39015014678844,none
mdp.39015064522462,none
mdp.39015014678935,none
mdp.39015030098233,none
mdp.39015011872267,none
mdp.39015019970220,none
mdp.39015030098142,none
mdp.39015019209504,none
uc1.b3634707,none
mdp.39015027251167,none
mdp.39015030098118,none
uc1.b3267334,none
uc1.32106010847009,none
mdp.39015015384889,none
mdp.39015015389532,none
mdp.39015002676586,none
uc1.b3634598,none
mdp.39015010309592,none
mdp.39015025046387,none
mdp.39015030103975,none
mdp.39015032991021,none
mdp.39015032991039,none
mdp.39015008909916,none
mdp.39015020680040,none
mdp.39015050635898,none
mdp.39015002382888,none
mdp.39015066060412,none
mdp.39015005190304,none
uc1.$b15870,none
mdp.39015014660198,none
uc1.$b472847,none
mdp.39015007033486,none
mdp.39015020639244,none
mdp.39015005309201,none
mdp.39015005293272,none
uc1.b3148827,none
mdp.39015064448098,none
mdp.39015064448056,none
mdp.39015064447942,none
mdp.39015064447793,none
uc1.$b783449,none
mdp.39015030110723,none
mdp.39015030110673,none
mdp.39015014675857,none
mdp.39015010702713,none
mdp.39015066061881,none
uc1.32106002241526,none
mdp.39015001983918,none
mdp.39015066062632,none
mdp.39015003659441,none
uc1.$b75082,none
mdp.39015011585182,none
uc1.$b314176,none
mdp.39015032116918,none
mdp.39015032129218,none
uc1.b4363874,none
mdp.39015012309996,none
uc1.b4885333,none
mdp.39015066059745,none
uc1.b4885334,none
mdp.39015011030809,none
mdp.39015014284841,none
uc1.b4885340,none
mdp.39015014672458,none
mdp.39015013329472,none
mdp.39015014672763,none
mdp.39015029481184,none
uc1.32106002243423,none
mdp.39015066634745,none
mdp.39015048889623,none
uc1.$b787799,none
uc1.b4088425,none
mdp.39015030144664,none
mdp.39015035877003,none
uc1.b3575830,none
mdp.39015019046831,none
mdp.39015009151641,none
mdp.39015010487430,none
mdp.39015014598232,none
mdp.39015018022577,none
mdp.39015007030144,none
mdp.39015066081236,none
mdp.39015005787653,none
mdp.39015066420426,none
mdp.39015027226102,none
mdp.39015004591502,none
mdp.39015018023575,none
mdp.39015018027204,none
mdp.39015018027212,none
inu.39000005519892,none
mdp.39015008319637,none
mdp.39015013256394,none
mdp.39015012155902,none
mdp.39015027955882,none
mdp.39015018033665,none
mdp.39015005469419,none
mdp.39015005383958,none
mdp.39015034655723,none
mdp.39015046798586,none
mdp.39015008913629,none
uc1.$b721034,none
mdp.39015002136367,none
mdp.39015046336767,none
mdp.39015027967226,none
uc1.b3626624,none
mdp.39015006011434,none
uc1.b4493721,none
mdp.39015024639364,none
mdp.39015027969511,none
mdp.39015027969545,none
mdp.39015007047007,none
mdp.39015024055462,none
mdp.39015053599067,none
mdp.39015027996472,none
mdp.39015018042096,none
mdp.39015050994410,none
mdp.39015027985871,none
mdp.39015004925072,none
mdp.39015009097729,none
mdp.39015016206859,none
mdp.39015003637496,none
mdp.39076006059815,none
mdp.39015014301587,none
mdp.39015028323510,none
mdp.39015068524738,none
mdp.39015035329583,none
mdp.39015021663847,none
mdp.39015063733789,none
mdp.39015007602488,none
mdp.39015003289553,none
uc1.32106007994749,none
mdp.39015040183009,none
mdp.39015013317014,none
mdp.39015031188900,none
uc1.b3516661,none
mdp.39015007893475,none
mdp.39015007946182,none
pst.000004752226,none
mdp.39015031498358,none
mdp.39015007946760,none
mdp.39015005493104,none
mdp.39015007947339,none
uc1.b3247688,none
mdp.39015007947537,none
mdp.39015010385733,none
mdp.39015008478938,none
mdp.39015046869973,none
inu.39000003315384,none
mdp.39015035308140,none
uc1.b4324414,none
uc1.b3247495,none
uc1.b4328569,none
mdp.39015005003069,none
mdp.39015009454284,none
wu.89057254294,none
mdp.39015040609482,none
mdp.39015040609474,none
mdp.39015028164203,none
mdp.39015031016374,none
mdp.39015030702081,none
mdp.39015015357521,none
mdp.39015031020616,none
mdp.39015030837036,none
mdp.39015011249755,genre
mdp.39015013356285,genre
uc1.$b116795,genre
mdp.39015034311814,none
inu.39000005710418,none
mdp.39015030930575,none
uc1.b3545519,none
uc1.b4948849,none
mdp.39015030930260,none
mdp.39015012196823,none
mdp.39015073446331,none
mdp.39015053566694,genre
mdp.39015030941259,none
mdp.39015030931383,genre
mdp.39015014459336,none
mdp.39015016459268,none
uc1.$b111273,none
mdp.39015047753259,none
mdp.39015013121861,none
mdp.39015020703461,none
mdp.39015066086631,none
mdp.39015007032587,none
mdp.39015018050263,none
mdp.39015010727868,none
mdp.39015054102879,none
mdp.39015005191260,none
wu.89054393533,none
mdp.39015027875080,none
mdp.39015006746468,none
mdp.39015006310372,none
mdp.39015026791452,none
mdp.39015006310414,none
mdp.39015000260383,none
mdp.39015022076106,none
mdp.39015057580956,none
mdp.39015058896229,none
mdp.39015013358950,none
wu.89057257909,none
mdp.39015016888789,none
mdp.39015016888771,none
mdp.39015016888698,none
mdp.39015010974155,none
mdp.39015006362936,none
mdp.39015006789229,none
mdp.39015031170775,none
mdp.39015027319725,none
mdp.39015063080595,none
mdp.39015065973151,none
mdp.39015039442804,none
uc1.$b113254,none
mdp.39015020488782,none
mdp.39015017160865,none
mdp.39015078008235,none
uc1.$b574118,none
mdp.39015019374506,none
mdp.39015005119220,none
mdp.39015067340110,none
uc1.b4252984,none
wu.89043721133,none
mdp.39015006773389,none
uc1.b3974955,none
uc1.31822001403930,none
mdp.39015028646241,none
mdp.39015006351210,none
mdp.39015048905403,none
wu.89057292013,none
uc1.b4255023,none
mdp.39015027554800,none
mdp.39015027554826,none
uc1.$b117185,none
mdp.39015005103083,none
uc1.b4455779,none
mdp.39015019985749,none
mdp.39015004299833,none
mdp.39015031084299,none
mdp.39015018650658,none
mdp.39015003716084,none
mdp.39015004232867,none
mdp.39015046860337,none
mdp.39015005294122,none
mdp.39015006850682,none
mdp.39015006861747,none
umn.31951000794886u,none
mdp.39015031086849,none
mdp.39015006519113,none
umn.31951d00520648s,none
uc1.32106000672953,none
umn.31951000988596b,none
uc1.31822002405033,none
mdp.39015014749678,none
mdp.39015035559403,none
wu.89093161669,none
wu.89093161636,none
wu.89093161602,none
wu.89092560234,none
mdp.39015031061461,none
mdp.39015014880994,none
mdp.39015013107035,none
mdp.39015011314914,none
mdp.39015046836667,none
mdp.39015000574908,none
mdp.39015046416452,none
mdp.39015070325884,none
mdp.39015047487361,none
mdp.39015028725185,none
uc1.b4344398,none
mdp.39015015400479,none
inu.30000048945764,none
mdp.39015031098604,none
mdp.39015065979646,none
mdp.39015065979638,none
uc1.b3361273,none
mdp.39015005266641,none
umn.31951000415858r,none
mdp.39015030541927,none
mdp.39015031098703,none
mdp.39015001610578,none
mdp.39015039742740,none
mdp.39015031095527,none
mdp.39015031095600,none
mdp.39015082368781,none
mdp.39015029757567,none
mdp.39015027611402,none
mdp.39015048384120,none
mdp.39015051001066,none
mdp.39015051001231,none
uc1.31822000601468,none
uc1.31822000601427,none
uc1.31822000601435,none
uc1.31822000601450,none
mdp.39015070397453,none
uc1.31822026053611,none
mdp.39015082369870,none
coo.31924003411158,none
mdp.39015019732380,none
wu.89031229115,none
coo.31924018290514,none
coo.31924058901046,none
mdp.39015068411738,none
umn.31951d00185479s,none
mdp.39015068609851,none
uc1.b4306696,none
mdp.39015067162464,none
mdp.39015064537940,none
umn.31951000405390l,none
uc1.b4092083,none
mdp.39015069666637,none
wu.89034689885,none
coo.31924018311088,none
coo.31924018311096,none
coo.31924018311112,none
coo.31924018311146,none
coo.31924058932132,none
coo.31924068003965,none
mdp.39015037947713,none
mdp.39015004281955,none
uc1.31822014294920,none
uc1.31822012374534,none
mdp.39015006169448,none
uc1.31822012411070,none
uc1.31822013171160,none
mdp.39015027611469,none
mdp.39015065707187,none
uc1.b3863872,none
mdp.39015064497541,none
coo.31924001450448,none
uc1.31822013422639,none
mdp.39015035080772,none
uc1.31822013360516,none
mdp.39015004857895,none
mdp.39015011488080,none
mdp.39015015208823,none
uc1.b4311509,none
mdp.39015031097739,none
mdp.39015031097663,none
uc1.b3300968,none
mdp.39015064489456,none
mdp.39015027612145,none
uc1.$b197961,none
wu.89097447874,none
mdp.39015049845798,none
uc1.b4456549,none
mdp.39015031215620,none
mdp.39015066624944,none
wu.89009182783,none
coo.31924022556595,none
mdp.39015027611998,none
mdp.39015011244285,none
uc1.31822013290929,none
umn.31951000377314s,none
mdp.39015005879856,none
mdp.39015065979372,none
uc1.b4098637,none
mdp.39015037395129,none
mdp.39015006891942,none
mdp.39015065979364,none
mdp.39015031097549,none
mdp.39015027611949,none
uc1.b4098638,none
mdp.39015031097523,none
mdp.39015019949869,none
uc1.b4456552,none
mdp.39015065926530,none
mdp.39015011934273,none
uc1.$b303022,none
mdp.39015027623332,none
uc1.$b69294,none
mdp.39015030699121,none
uc1.$b69304,none
mdp.39015067313505,none
mdp.39015059748379,none
mdp.39015059722168,none
mdp.39015059753684,none
uc1.$b106403,none
mdp.39015059753676,none
mdp.39015058430136,none
uc1.b3361235,none
mdp.39015006891496,none
mdp.39015064002473,none
mdp.39015033490445,none
uiug.30112032274810,none
mdp.39015027611584,none
uc1.$b33789,none
uc1.31822012807020,none
mdp.39015074771372,none
mdp.39015001599573,none
mdp.39015064000907,none
uc1.$b25654,none
mdp.39015005284578,none
mdp.39015067116254,none
mdp.39015067214059,none
uc1.$b25206,none
uc1.$b25490,none
uc1.$b659658,none
mdp.39015005473791,none
mdp.39015025890321,none
uc1.$b277031,none
uc1.$b98822,none
mdp.39015022628260,none
mdp.39015049044384,none
uc1.$b51206,none
mdp.39015063997822,none
mdp.39015011410407,none
mdp.39015009241129,none
mdp.39015027611568,none
uc1.$b75667,none
mdp.39015054110070,none
mdp.39015000158017,none
mdp.39015002740788,none
uc1.b4431725,none
mdp.39015027611576,none
mdp.39015000485063,none
mdp.39015065504410,none
umn.31951p00965227z,none
umn.31951p011131499,none
uc1.31822010701472,none
uc1.b5022668,none
coo.31924090192851,none
wu.89052496528,genre
inu.39000005928127,none
mdp.39015067217540,none
uc1.$b33473,none
uc1.$b68665,none
mdp.39015067258619,none
uc1.$b659655,none
mdp.39015008896154,none
mdp.39015003634394,none
mdp.39015008777594,none
wu.89057256992,none
uc1.$b704633,none
mdp.39015013427508,none
mdp.39015027217143,none
mdp.39015004856038,none
mdp.39015002309451,none
mdp.39015008203187,none
mdp.39015047657229,none
mdp.39015012854751,none
mdp.39015004993385,none
mdp.39015062945822,none
mdp.39015027221558,none
mdp.39015062986198,none
mdp.39015014561081,none
mdp.39015068222440,none
mdp.39015064402632,none
pst.000003651858,none
mdp.39015021716025,none
mdp.39015003322222,none
mdp.39015009240063,none
mdp.39015062944510,none
mdp.39015031209656,none
mdp.39015027198657,none
mdp.39015049863049,none
mdp.39015014940178,none
mdp.39015017687453,none
mdp.39015041847354,none
mdp.39015014942539,none
mdp.39015019989709,none
mdp.39015039431724,none
mdp.39015014564432,none
mdp.39015014971975,none
mdp.39015013943157,none
mdp.39015016891247,none
mdp.39015014942588,none
mdp.39015042964067,none
mdp.39015014557238,none
mdp.39015014943412,none
mdp.39015014941143,none
mdp.39015014575883,none
mdp.39015014944246,none
mdp.39015049187787,none
mdp.39015014569613,none
mdp.39015014650462,none
mdp.39015014952900,none
mdp.39015034332851,none
mdp.39015014941226,none
mdp.39015014953049,none
mdp.39015046378231,none
uc1.32106005162703,none
mdp.39015014945326,none
mdp.39015014951910,none
mdp.39015031242715,none
mdp.39015032118450,none
mdp.39015014944238,none
mdp.39015023260238,none
uc1.b4376314,none
mdp.39015014953858,none
mdp.39015014952074,none
mdp.39015047776698,none
mdp.39015026759970,none
mdp.39015019180481,none
mdp.39015019390270,none
mdp.39015039610301,none
mdp.39015014949831,none
mdp.39015015356440,none
mdp.39015014952520,none
uc1.32106005269136,none
uc1.32106007433516,none
mdp.39015018595457,none
mdp.39015014954120,none
mdp.39015014950060,none
uc1.b4495386,none
mdp.39015025105993,none
mdp.39015046832161,none
uc1.32106015360206,none
mdp.39015014611399,none
mdp.39015031083846,none
mdp.39015047659936,none
mdp.39015014950201,none
uc1.b4975591,none
mdp.39015014950367,none
mdp.39015053230200,none
mdp.39015014949112,none
uc1.b4351506,none
mdp.39015014948940,none
uc1.b4462477,none
mdp.39015014955291,none
uc1.b4976002,none
mdp.39015014954658,none
mdp.39015016878483,none
mdp.39015013870848,none
mdp.39015034363138,none
mdp.39015049040176,none
uc1.b4216819,none
mdp.39015014619285,none
mdp.39015014389285,none
mdp.39015019201923,none
mdp.39015019068074,none
uc1.b4363349,none
mdp.39015017687248,none
mdp.39015028698366,none
mdp.39015029499574,none
mdp.39015018614969,none
mdp.39076001544720,none
mdp.39015017683528,none
uc1.b4433049,none
mdp.39015014763737,genre
uc1.32106008765544,none
mdp.39015016886353,none
mdp.39015014768314,none
mdp.39015014596293,none
mdp.39015051182882,none
mdp.39015051353822,none
mdp.39015048902103,none
mdp.39015014629441,none
uc1.32106008706662,none
uc1.b4451919,none
mdp.39015014977790,none
mdp.39015014606308,none
mdp.39015015076741,none
mdp.39015024636394,none
mdp.39015025126684,none
mdp.39015073494661,none
mdp.39015053239771,none
uc1.b4421727,none
mdp.39015051324062,none
mdp.39015049860201,none
mdp.39015014564200,none
mdp.39015017640718,none
mdp.39015073391040,none
uc1.$b312440,none
uc1.b3727825,none
mdp.39015073446000,none
mdp.39015031205043,none
mdp.39015048883535,none
uc1.$b106104,none
mdp.39015014622040,none
mdp.39015019360166,none
uc1.b4971299,none
uc1.32106002098025,none
mdp.39015019805426,none
mdp.39015024634449,none
mdp.39015018617566,none
mdp.39015024085345,none
mdp.39015014374824,genre
mdp.39015014567880,none
mdp.39015032847298,none
mdp.39015016866900,none
mdp.39015016912498,none
mdp.39015014494887,none
uc1.b4216955,none
mdp.39015022205457,none
uc1.b4368516,none
mdp.39015037375279,none
mdp.39015049272605,none
mdp.39015028783853,none
mdp.39015019799058,none
mdp.39015016893466,none
mdp.39015024090030,none
mdp.39015014998077,none
mdp.39015019996431,none
mdp.39015024085477,none
mdp.39015024082177,none
uc1.b4973307,none
mdp.39015028748997,none
inu.30000021351303,none
mdp.39015040779723,none
mdp.39015015173068,none
uc1.b4974475,none
mdp.39015066296362,none
mdp.39015034114226,none
mdp.39015047618247,none
mdp.39015016209069,none
uc1.b4410982,none
mdp.39015049880753,none
mdp.39015013949824,none
mdp.39015033521843,none
mdp.39015051149857,none
mdp.39015018633225,none
mdp.39015024849328,none
mdp.39015043642761,none
mdp.39015038928415,none
uc1.32106010927223,none
mdp.39015019361529,none
