docid,volid,recordid,author,firstname,inferreddate,birthdate,authgender,enumcron,title
7660,nyp.33433081936563,,"Brownell, Gertrude Hall,",,1895,,f,<blank>,Foam of the sea
8836,nyp.33433074815279,,"Brownell, Gertrude Hall,",,1898,,f,<blank>,"The hundred, and other stories"
10185,hvd.32044011346202,,"Huart, Louis,",,1844,,f,<blank>,The student at Paris
9320,njp.32101066455500,,"Bowdler, H. M.",,1830,,u,<blank>,"Pen Tamar, or, The history of an old maid"
8884,nnc1.cu58305971,,"Pennypacker, Morton,",,1899,,m,<blank>,"Harry's work; or, The need of the age"
1242,uc2.ark+=13960=t3416t85d,,"McElgun, John.",,1873,,m,<blank>,"Annie Reilly, or, The fortunes of an Irish girl in New York"
1330,nyp.33433076051162,,"Peattie, Elia Wilkinson,",,1890,,f,<blank>,The judge
6679,uc1.b3322425,,Author of Told in the verandah.,,1893,,u,<blank>,"A black prince, and other stories"
2279,njp.32101067644482,,"Fitch, Anna M.",,1870,,f,<blank>,Bound down
2425,njp.32101063581068,,"Jacobs, W. W.",,1897,,m,<blank>,Many cargoes
5461,mdp.39015005076792,,"Jacobs, W. W.",,1897,,m,<blank>,The skipper's wooing
8306,nyp.33433074865407,,"Jacobs, W. W.",,1898,,m,<blank>,Sea urchins
2192,mdp.39015022416369,,"Cooley, Ellen Hodges.",,1897,,f,<blank>,The boom of a western city
9322,nnc1.0039198642,,"Morris, Isabel.",,1891,,f,<blank>,A summer in Kieff;
10106,uc2.ark+=13960=t7cr5q600,,"Smith, John Talbot,",,1897,,m,<blank>,Saranac
2582,njp.32101064787185,,"Barbour, Ralph Henry,",,1899,,m,<blank>,The half-back;
10052,uc2.ark+=13960=t1gh9c359,,"Cherwell, Mary.",,1851,,f,<blank>,"Happy hours, or, The home story-book"
4639,uiuo.ark+=13960=t7zk5mf2d,,"Bates, E. Katherine",,1890,,f,v.1,George Vyvian
4639,uiuo.ark+=13960=t8v98dn3t,,"Bates, E. Katherine",,1890,,f,v.2,George Vyvian
11603,nyp.33433076066533,,"Bolmer, W. B.",,1896,,u,<blank>,The time is coming
2837,nyp.33433068244080,,"Macgowan, John,",,1835,,m,<blank>,Infernal conference
7687,mdp.39015063593696,,"Macgowan, John,",,1819,,m,<blank>,The Arians' and Socinians' monitor;
10496,uc2.ark+=13960=t91836830,,"Rae, Milne.",,1875,,u,<blank>,"Morag, a tale of the highlands of Scotland"
11441,mdp.39015057144779,,"Falloux du Coudray, Alfred-Frédéric-Pierre,",,1867,,m,<blank>,Life and letters of Madame Swetchine
7470,nyp.33433082230917,,"Rice, Katharine McDowell.",,1895,,f,<blank>,Stories for all the year for boys and girls
6370,nyp.33433075761605,,"Skinner, William,",,1880,,m,<blank>,That loon o' Baxter's
3212,nnc1.1002271486,,"Douglas, Robert,",,1848,,m,<blank>,Adventures of a medical student
1454,mdp.39015059909062,,"Depew, Chauncey M.",,1898,,m,<blank>,The Depew story book
5261,nnc1.1000925039,,"Sabine, Julia A.",,1892,,f,<blank>,At the end of the rainbow
14858,njp.32101065704411,,"Reade, John Edmund,",,1858,,m,vol.1,The light of other days
14858,njp.32101065704403,,"Reade, John Edmund,",,1858,,m,vol.2,The light of other days
14858,njp.32101065704395,,"Reade, John Edmund,",,1858,,m,vol.3,The light of other days
1524,uc2.ark+=13960=t1cj8849g,,"Cromie, Robert,",,1895,,m,<blank>,The crack of doom
6022,uc1.b248711,,"Deming, P.",,1885,,u,<blank>,"Tompkins, and other folks;"
11083,nyp.33433076072671,,"Warren, B. C.",,1893,,u,<blank>,Arsareth;
9637,nnc1.cu58312390,,"Dutcher, Jacob Conkling,",,1874,,m,<blank>,The old home by the river
9013,nyp.33433076043235,,"Meekins, Lynn Roby,",,1894,,f,<blank>,The Robb's Island wreck
9519,uc2.ark+=13960=t1wd3sx3g,,"Meekins, Lynn Roby,",,1898,,f,<blank>,Some of our people
12528,uc1.b74330,,"Jane, Fred T.",,1895,,m,<blank>,Blake of the  Rattlesnake
2080,nyp.33433074861331,,"Howard, Waldo.",,1850,,m,<blank>,The mistake of a life-time;
2556,nyp.33433076023476,,"Hooper, Johnson Jones,",,1846,,m,<blank>,Adventures of Captain Simon Suggs
8829,nyp.33433081736377,,"Tufts, M.",,1833,,u,<blank>,Shores of Vespucci;
2807,nyp.33433082303003,,"Flint, Annie Austin,",,1897,,f,<blank>,Sunbeam stories and others
1355,uc2.ark+=13960=t6h12x23q,,"Conant, Helen S.",,1875,,f,<blank>,The butterfly hunters
6224,mdp.39015035457095,,"Paddock, Cornelia,",,1881,,f,<blank>,The fate of Madame La Tour;
10078,uc2.ark+=13960=t1cj8n84d,,"Fish, Susannah.",,1889,,f,<blank>,Ashleigh;
7848,nyp.33433075763676,,"Thomson, Edward.",,1853,,m,<blank>,The adventures of a carpet bag
12240,nyp.33433075735427,,"Velde, C. F. van der",,1837,,m,v. 1,Tales from the German
12240,nyp.33433075735435,,"Velde, C. F. van der",,1837,,m,v. 2,Tales from the German
4364,nyp.33433076041734,,"Vanamee, Lida Ostrom.",,1893,,f,<blank>,An Adirondack idyl
9778,nyp.33433076022890,,"O'Connor, Florence J.",,1864,,f,<blank>,The heroine of the Confederacy; or
3771,uc2.ark+=13960=t07w68h9k,,"Hornblower, Jane Elizabeth Roscoe,",,1856,,f,<blank>,Nellie of Truro
4127,njp.32101068170396,,"Hornblower, Jane Elizabeth Roscoe,",,1859,,f,<blank>, The Julia.
10906,inu.30000118528854,,"Swynnerton, Charles.",,1884,,m,<blank>,The adventures of the Panjáb hero Rájá Rasálu and other folk-tales of the Panjáb
2886,uva.x000673540,,"Sims, George Robert,",,1891,,m,<blank>,Tinkletop's crime
10033,wu.89098024185,,"Erwin, Florence.",,1881,,f,<blank>,Florence Erwin's Three homes
4799,nyp.33433075751762,,"Sterling, John,",,1856,,m,<blank>,The onyx ring
4431,uiuo.ark+=13960=t23b6q56t,,"Malet, Marian Dora,",,1836,,f,v.1-2,"Violet, or The danseuse"
2753,njp.32101065701169,,"Poole, Mary Belle.",,1896,,f,<blank>,Down fate's walk;
7716,loc.ark+=13960=t0sq9c71r,,"Buxton, Ida M. [from old catalog]",,1888,,f,<blank>,Cousin John's album
8751,nc01.ark+=13960=t13n2rp2b,,"Dabney, Virginius,",,1886,,u,<blank>,"The story of Don Miff, as told by his friend John Bouche Whacker"
9856,njp.32101068166998,,"Dabney, Virginius,",,1889,,u,<blank>,Gold that did not glitter
1172,nyp.33433074950225,,"Clarke, Clara Savile.",,1891,,f,<blank>,The poet's audience;
4184,yale.39002054232948,,"Billings, Eliza Allen,",,1856,,f,<blank>,The nobleman's daughter
3941,mdp.39015057157755,,"Elie de Beaumont,",,1766,,f,v.2,"The history of the Marquis de Roselle, in a series of letters"
12210,loc.ark+=13960=t3vt24c9b,,"McKenna, William E. [from old catalog]",,1893,,m,<blank>,The vendetta
11144,nyp.33433075727168,,"Fawcett, E. Douglas",,1893,,f,<blank>,Hartmann the anarchist
8370,uiuo.ark+=13960=t2697hc03,,"Edmonds,",,1888,,f,v.1,"Mary Myles, a study"
8370,uiuo.ark+=13960=t58d08q7w,,"Edmonds,",,1888,,f,v.2,"Mary Myles, a study"
9090,mdp.39015021279412,,"Devonshire, Georgiana Spencer Cavendish,",,1779,,f,v.1,The sylph;
9090,mdp.39015021279255,,"Devonshire, Georgiana Spencer Cavendish,",,1779,,f,v.2,The sylph;
2031,wu.89098005754,,"Roberts, Ellen.",,1893,,f,<blank>,One of earth's daughters
929,nyp.33433075820013,,"Boussenard, Louis,",,1885,,m,<blank>,The Crusoes of Guiana
10638,uc2.ark+=13960=t6k07cc4s,,"Straparola, Giovanni Francesco,",,1894,,m,v.1,The Nights of Straparola
10638,uc2.ark+=13960=t8pc38q2t,,"Straparola, Giovanni Francesco,",,1894,,m,v.2,The Nights of Straparola
900,nyp.33433082301239,,"Caddell, Cecilia Mary,",,1856,,f,<blank>,"Lost Genoveffa, or, The spouse of the madonna"
14422,uiuo.ark+=13960=t9w09bq3r,,"Caddell, Cecilia Mary,",,1858,,f,v.1,Home & the homeless
14422,uiuo.ark+=13960=t0ms40p37,,"Caddell, Cecilia Mary,",,1858,,f,v.2,Home & the homeless
14422,uiuo.ark+=13960=t1jh3ts50,,"Caddell, Cecilia Mary,",,1858,,f,v.3,Home & the homeless
12920,mdp.39015050988859,,"Vereshchagin, Vasiliĭ Vasilʹevich,",,1887,,m,v.2,Vassili Verestchagin
3439,nyp.33433066599998,,"Révoil, Bénédict Henry,",,1874,,m,<blank>,The hunter and the trapper in North America;
365,loc.ark+=13960=t05x2xf7s,,"Smith, Francis Hopkinson,",,1891,,m,<blank>,Colonel Carter of Cartersville
4742,uc2.ark+=13960=t1jh3hx52,,"Smith, Francis Hopkinson,",,1887,,m,<blank>,"Well-worn roads of Spain, Holland, and Italy"
5372,nyp.33433076033954,,"Smith, Francis Hopkinson,",,1898,,m,<blank>,"Caleb West, master diver"
5631,uc2.ark+=13960=t4wh2fw3c,,"Smith, Francis Hopkinson,",,1897,,m,<blank>,A gentleman vagabond
5712,uc1.b3326082,,"Smith, Francis Hopkinson,",,1896,,m,<blank>,Tom Grogan
11597,uc1.b112625,,"Gerrare, Wirt,",,1898,,u,<blank>,The Warstock
9239,uc2.ark+=13960=t39z91x3f,,"Jones, Clara Augusta.",,1890,,f,<blank>,Patience Pettigrew's perplexities
4954,uc1.b316389,,"Kompert, Leopold,",,1895,,m,<blank>,Christian & Leah
14190,nyp.33433044509416,,"Louvet de Couvray, Jean-Baptiste,",,1898,,m,v. 1,The amours of the Chevalier de Faublas
14190,nyp.33433082120530,,"Louvet de Couvray, Jean-Baptiste,",,1898,,m,v. 2,The amours of the Chevalier de Faublas
14190,nyp.33433082120548,,"Louvet de Couvray, Jean-Baptiste,",,1898,,m,v. 3,The amours of the Chevalier de Faublas
14190,nyp.33433082120555,,"Louvet de Couvray, Jean-Baptiste,",,1898,,m,v. 4,The amours of the Chevalier de Faublas
3226,nyp.33433075753727,,"Sullivan, Edward,",,1895,,m,<blank>,Tales from Scott
7193,wu.89104418421,,"Quatrelles,",,1877,,m,<blank>,"The days of chivalry, or, the legend of Croquemitaine"
2030,wu.89098006083,,"[Roberts, Maggie]",,1876,,f,<blank>,"Ambition ; or, The launch of a skiff upon the sea of life"
2173,nc01.ark+=13960=t15m6q253,,"Roberts, Maggie.",,1875,,f,<blank>,Home scenes during the rebellion
3987,wu.89099785198,,"Larned, L.,",,1830,,f,v.1-2,Sanfords
444,mdp.39015009158430,,"Green, J. H.",,1857,,u,<blank>,The gambler's life;
11895,nyp.33433075747828,,"Knelb, H.",,1854,,u,<blank>,The narratives of an old traveller;
11290,nyp.33433076082019,,"Macdonald, Robert.",,1897,,m,<blank>,In the region of Boris
12284,uc2.ark+=13960=t5p844p08,,"Peerless, Anna A. Pratt.",,1869,,f,<blank>,Little Freddie feeding his soul
2961,nyp.33433075733406,,"Kneigge, Adolf Franz Friedrich Ludwig,",,1793,,m,v. 2,The German Gil Blas;
12539,uc1.b299686,,"Brailsford, Henry Noel,",,1898,,m,<blank>,The broom of the war-god
7168,njp.32101063880809,,"Nichols, C. W. de Lyon.",,1894,,u,<blank>,The greek Madonna
14173,uiuo.ark+=13960=t4cn7mt35,,"Chalcraft, Harriette Amiel.",,1857,,f,v.1,Lucy Aylmer
14173,uiuo.ark+=13960=t9z03nd29,,"Chalcraft, Harriette Amiel.",,1857,,f,v.2,Lucy Aylmer
14173,uiuo.ark+=13960=t0xp7hm6w,,"Chalcraft, Harriette Amiel.",,1857,,f,v.3,Lucy Aylmer
10641,njp.32101066458306,,"Cornyn, John K.",,1853,,m,<blank>,"Dick Wilson, the rumseller's victim, or, Humanity pleading for the  Maine Law"
6923,"miua.2926728,0001,001",,"Michaelis, Richard C.",,1890,,u,<blank>,Looking Further Forward
4897,nyp.33433074929732,,"Blot,",,1881,,u,<blank>,A tour of the Thames
5851,nyp.33433068187339,,"Stewart, George.",,1877,,m,<blank>,"Shetland fireside tales; or, The hermit of Trosswickness"
1844,loc.ark+=13960=t13n2n54b,,"Buckstone, John Baldwin,",,1890,,m,<blank>,Popping the question
12665,uc1.b249928,,"Buckstone, John Baldwin,",,1838,,m,<blank>,Our Mary Anne
11559,nyp.33433075768170,,"Williamson, Harcourt,",,1897,,f,<blank>,The barn stormers
1904,nyp.33433076079270,,"Wheeler, William Wallace,",,1894,,m,<blank>,Life
8992,uc2.ark+=13960=t00000n66,,"Gunnison, Charles A.,",,1891,,m,<blank>,"In the San Benito hills, etc"
9067,uc2.ark+=13960=t2b854867,,"Gunnison, Charles A.,",,1889,,m,<blank>,Though given in vain
12663,uc2.ark+=13960=t1rf5m36z,,"Gunnison, Charles A.,",,1896,,m,<blank>,"A Napa Christchild, and Benicia's letters"
3820,nyp.33433076056351,,"Olcott, Harriet A. Hinsdale.",,1857,,f,<blank>,"The torchlight, or, Through the wood"
6024,uc2.ark+=13960=t2s46w55j,,"Pentreath,Dolly.",,1893,,u,<blank>,In a Cornish township with old Vogue folk
5500,mdp.39015034797020,,"Campbell, John,",,1862,,m,<blank>,Lost among the Affghans
12838,uc2.ark+=13960=t6348j533,,"Morgan, Nathan Denison,",,1866,,m,<blank>,George Cardwell
3512,nyp.33433074800826,,"Alien,",,1897,,u,<blank>,In golden shackles
3779,nyp.33433074800800,,"Alien,",,1899,,f,<blank>,The untold half
5995,nyp.33433075756753,,"Stearns, J. N.",,1860,,u,<blank>,Merry's book of travel and adventure
8526,nyp.33433082444211,,"Hare, Francis Augustus.",,1895,,m,<blank>,The last of the bushrangers
12517,njp.32101068972510,,"Lancaster, Albert Edmund.",,1889,,m,<blank>, All's dross but love.
12313,uc2.ark+=13960=t2b855113,,"De Witt, Jennie.",,1855,,f,<blank>,"Kate Weston, or, To will and to do"
9626,uc2.ark+=13960=t3ws8k231,,"Jesse, William,",,1844,,m,v.1,Beaux & belles of England
9626,uc2.ark+=13960=t87h1gf5r,,"Jesse, William,",,1844,,m,v.2,Beaux & belles of England
2845,mdp.39015064372207,,"Jones, Sam P.",,1886,,m,<blank>,Sam Jones' own book
6031,mdp.39015068459950,,"Jones, Sam P.",,1896,,m,<blank>,Thunderbolts
5181,uc1.b287612,,"Falconer, Lanoe,",,1891,,u,<blank>,Mademoiselle Ixe
3706,njp.32101067706729,,"Bickford, J. T.,",,1857,,f,<blank>,Scandal
579,mdp.39015013743557,,"Jeter, Jeremiah Bell,",,1849,,m,<blank>,A memoir of Mrs. Henrietta Shuck
6669,nyp.33433074807003,,"Joslin, Titus,",,1875,,m,<blank>,"Centennial skyrockets: a series of flights, fancies and facts"
11889,uva.x000676502,,"Thornton, Marcellus Eugene.",,1899,,m,<blank>,My  budie  and I
10386,uc1.b315609,,"Hollway-Calthrop, H. C.",,1882,,m,<blank>,Paladin & Saracen
2915,wu.89098020092,,"Derby, Caroline Rosina.",,1874,,f,<blank>,Salem : a tale of the seventeenth century
14433,njp.32101068175031,,"Tindal, Henrietta Euphemia,",,1856,,f,vol.1,The heirs of Blackridge Manor
14433,njp.32101068175049,,"Tindal, Henrietta Euphemia,",,1856,,f,vol.2,The heirs of Blackridge Manor
14433,njp.32101068175056,,"Tindal, Henrietta Euphemia,",,1856,,f,vol.3,The heirs of Blackridge Manor
3078,nyp.33433076064074,,"Hill, Grace Livingston,",,1887,,f,<blank>,A Chautauqua idyl
4956,uc2.ark+=13960=t1rf5mk1t,,Wildfowler.,,1877,,u,v.1,"Shooting, yachting, and sea-fishing trips"
4956,uc2.ark+=13960=t0ht2hd8x,,Wildfowler.,,1877,,u,v.2,"Shooting, yachting, and sea-fishing trips"
1429,uc2.ark+=13960=t40r9pb33,,"Halpine, Mary Grace.",,1863,,f,<blank>,Ernest Richmond
5923,njp.32101067634475,,"Halpine, Mary Grace.",,1864,,f,<blank>,The prayer of faith
14291,uiuo.ark+=13960=t3vt2934d,,"Stephens, George,",,1835,,m,v.1,The manuscripts of Erdély
14291,uiuo.ark+=13960=t2697sc0d,,"Stephens, George,",,1835,,m,v.2,The manuscripts of Erdély
14291,uiuo.ark+=13960=t2697sb7b,,"Stephens, George,",,1835,,m,v.3,The manuscripts of Erdély
3621,nyp.33433074844311,,"Clough, Arthur Hugh,",,1849,,m,<blank>,The bothie of Toper-na-fuosich
13026,nyp.33433076071251,,"Harbert, Elizabeth Boynton,",,1892,,u,<blank>,Amore
14080,uiuo.ark+=13960=t9d50z50j,,"Christie, Mary Elizabeth,",,1880,,f,v.1,Lady Laura
14080,uiuo.ark+=13960=t44q86m8t,,"Christie, Mary Elizabeth,",,1880,,f,v.2,Lady Laura
14080,uiuo.ark+=13960=t4xg9x52w,,"Christie, Mary Elizabeth,",,1880,,f,v.3,Lady Laura
11717,nyp.33433081936605,,"Gustafson, Zadel Barnes,",,1871,,f,<blank>,Can the old love?
1632,njp.32101068155611,,"Newman, John Henry,",,1848,,m,<blank>,Loss and gain
6967,mdp.39015030709730,,"Newman, John Henry,",,1856,,m,<blank>,Callista;
11601,uc2.ark+=13960=t16m33f86,,"Jay, W. M. L.,",,1874,,u,<blank>,Holden with the cords
12335,uc2.ark+=13960=t9p26r29s,,"Jay, W. M. L.,",,1872,,u,<blank>,"Shiloh, or, Without and within"
14431,uc1.b325314,,"Mason, Edward Tuckerman,",,1886,,m,v.1,Humorous masterpieces from American literature
14431,mdp.39015058694822,,"Mason, Edward Tuckerman,",,1886,,m,v.2,Humorous masterpieces from American literature
14431,uc1.b325316,,"Mason, Edward Tuckerman,",,1886,,m,v.3,Humorous masterpieces from American literature
1195,nyp.33433074824396,,"Barwell,",,1865,,f,<blank>,Good in every thing
10134,nyp.33433074824388,,"Barwell,",,1850,,f,<blank>,Gilbert Harland
11393,uc2.ark+=13960=t3dz0bf8t,,"Seeley, E. L.",,1886,,f,<blank>,Border lances
5760,nyp.33433074835608,,"Belden, Jessie Perry Van Zile,",,1895,,m,<blank>,Fate at the door
9274,mdp.39015063560562,,"Cook, Mary Louise,",,1868,,f,<blank>,Ante bellum
1141,nyp.33433082525654,,"Mary,",,1865,,u,<blank>,The Lily
11098,nyp.33433074795489,,"Heath, Charles,",,1840,,m,<blank>,Heath's Waverley gallery of the principal female characters in Sir Walter Scott's romances and poems
9804,nyp.33433074895016,,"Marshall, Luther.",,1895,,m,<blank>,Thomas Boobig
14390,uiuo.ark+=13960=t6737dn8n,,"Smith, M. E.",,1887,,f,v.1,Love and liking
14390,uiuo.ark+=13960=t8w95tb5w,,"Smith, M. E.",,1887,,f,v.2,Love and liking
14390,uiuo.ark+=13960=t4hm5w088,,"Smith, M. E.",,1887,,f,v.3,Love and liking
9082,nnc1.1002266326,,"Clarke, A. W.",,1899,,u,<blank>,Jaspar Tristram
3822,nyp.33433075727572,,"Ford, D. N.",,1893,,u,<blank>,Born again
8547,uc2.ark+=13960=t7kp7wm49,,"Rawson, Abel M.",,1892,,m,<blank>,The junior partners
8548,uc2.ark+=13960=t16m33d0w,,"Rawson, Abel M.",,1893,,m,<blank>,Seraltha
6061,nc01.ark+=13960=t4jm31z9h,,"Allen, Stanton P.,",,1899,,m,<blank>,A boy trooper with Sheridan
7960,uc2.ark+=13960=t09w0bw3s,,"Doughty, Sarah P.",,1865,,f,<blank>,Playing Santa Claus
7961,uc2.ark+=13960=t16m35480,,"Doughty, Sarah P.",,1869,,f,<blank>,Willie Benton
9237,mdp.39015063542362,,"Malden, Charles,",,1889,,f,<blank>,Jane Austen
6266,nyp.33433082171095,,"Allen, Willis Boyd,",,1899,,m,<blank>,"Cleared for action, a story of the Spanish-American war of 1898;"
12120,njp.32101063580029,,"Allen, Willis Boyd,",,1899,,m,<blank>,The sleeping beauty;
12122,nyp.33433082171079,,"Allen, Willis Boyd,",,1888,,m,<blank>,Kelp
9535,mdp.39015012368646,,"Willard, Frances E.",,1895,,f,<blank>,A wheel within a wheel
1698,nyp.33433074952106,,"Curtis, Harriot F.",,1846,,u,<blank>,Jessie's flirtations
1937,nnc1.1002147149,,"Calkins, Frank W.",,1893,,m,<blank>,Frontier sketches
4689,nyp.33433074873468,,"Craig, Isa,",,1870,,u,<blank>,Esther West;
6735,uc2.ark+=13960=t84j0gq99,,"Bourne, John George Hamilton.",,1835,,m,v.0002,"The picture, and The prosperous man"
9926,mdp.39015078569764,,"Ross, Joseph Carne-",,1886,,m,<blank>,"Quintura, its singular people and remarkable customs;"
6215,loc.ark+=13960=t5h99ng9t,,"Marvel, Ik.,",,1851,,u,<blank>,Reveries of a bachelor
11643,nyp.33433074902010,,"Marvel, Ik.,",,1884,,u,<blank>,Dream life
197,uc2.ark+=13960=t3mw2b021,,"Pollock, Walter Herries,",,1883,,m,<blank>,The picture's secret. A story
2963,njp.32101068588803,,"Swanston, Paul.",,1850,,m,<blank>,Memoirs of Serjeant Paul Swanston;
2171,uiuo.ark+=13960=t7zk5pn7b,,"Curtois, Margaret Anne.",,1893,,f,v.1,The romance of a country
2171,uiuo.ark+=13960=t89g60k4f,,"Curtois, Margaret Anne.",,1893,,f,v.2,The romance of a country
3306,uiuo.ark+=13960=t9g452016,,"Curtois, Margaret Anne.",,1888,,f,v.1,Tracked
3306,uiuo.ark+=13960=t3zs3358q,,"Curtois, Margaret Anne.",,1888,,f,v.2,Tracked
3587,njp.32101065601989,,"Williams, True.",,1890,,u,<blank>,Frank Fairweather's fortunes
8970,uc1.b4091237,,"Spielhagen, Friedrich,",,1869,,m,<blank>,Problematic characters
4349,yale.39002023889174,,"Barrett, Robert Nicholas,",,1890,,m,<blank>,The child of the Ganges;
12840,uiuo.ark+=13960=t41r7gf9d,,"Curwen, Henry,",,1888,,m,v.1,Lady Bluebeard
12840,uiuo.ark+=13960=t22b9pm43,,"Curwen, Henry,",,1888,,m,v.2,Lady Bluebeard
6528,uc2.ark+=13960=t8nc5v97b,,"Atwell, Harriet G.",,1859,,f,<blank>,"Chloe Lankton, or, Light beyond the clouds"
9665,wu.89098022064,,"Doremus, Jennie Brown.",,1889,,f,<blank>,Jennette Browning
648,mdp.39015063916921,,"Du Maurier, George,",,1897,,m,<blank>,The Martian;
2123,wu.89099922270,,"Du Maurier, George,",,1892,,m,<blank>,Peter Ibbetson
11109,mdp.39015006977899,,"Du Maurier, George,",,1894,,m,<blank>,Trilby
8661,nyp.33433082357975,,"Janvier, Margaret Thomson,",,1889,,f,<blank>,Little helpers
112,njp.32101067523173,,"Fabre, Ferdinand,",,1875,,m,<blank>,The abbé Tigrane
10491,nyp.33433074949607,,"Crellin, H. N.",,1899,,u,<blank>,Romances of the old seraglio
2820,nyp.33433074818810,,"Cox, Millard F.,",,1899,,m,<blank>,The legionaries
7642,uc2.ark+=13960=t94748m8p,,"Hazen, Jacob A.",,1854,,m,<blank>,"Five years before the mast, or, Life in the forecastle, aboard of a whaler and man-of-war"
5606,nc01.ark+=13960=t1td9tj5k,,"Child, Frank Samuel,",,1899,,m,<blank>,An unknown patriot
12390,nyp.33433074812110,,"Child, Frank Samuel,",,1898,,m,<blank>,A Puritan wooing;
2955,nyp.33433076025257,,"McSherry, James,",,1860,,m,<blank>,Father Laval;
8084,nyp.33433076069354,,"Gilmore, James R.",,1867,,m,Copy 2,On the border
8253,nc01.ark+=13960=t1vd6v85k,,"Gilmore, James R.",,1863,,m,<blank>,My Southern friends
12213,nc01.ark+=13960=t9p279r4b,,"Gilmore, James R.",,1862,,m,<blank>,Among the pines
11002,nyp.33433076089451,,"Wilkes, Clement,",,1895,,m,<blank>,Sidney Forrester
756,uc2.ark+=13960=t6639n61s,,"Pendleton, Edmund,",,1896,,m,<blank>,A Virginia inheritance
6492,uc2.ark+=13960=t5h99b96d,,"Potapenko, I. N.",,1891,,u,<blank>,A Russian priest
1915,njp.32101055717035,,"Ruffini, Giovanni,",,1857,,m,<blank>,Doctor Antonio
2533,umn.31951002079955l,,"Ruffini, Giovanni,",,1863,,m,<blank>,"Vincenzo, or, Sunken rocks"
4642,wu.89076110303,,"Ruffini, Giovanni,",,1853,,m,<blank>,"Lorenzo Benoni, or, Passages in the life of an Italian;"
8249,uc1.b5079187,,"Ruffini, Giovanni,",,1867,,m,<blank>,A quiet nook in the Jura
10776,nyp.33433079897843,,"Bill, Edward Lyman,",,1894,,m,<blank>,The last of the Danvers
5144,nyp.33433074872411,,"Houstoun,",,1866,,f,<blank>,Taken upon trust
3967,loc.ark+=13960=t6n01nj0r,,"Fitzgerald, Thomas. [from old catalog]",,1868,,m,<blank>,Wolves at bay;
7719,njp.32101068167350,,"Dana, Olive E.",,1894,,f,<blank>,Under friendly eaves
11976,nyp.33433076065667,,"Flint, Timothy,",,1829,,m,<blank>,George Mason. The young backwoodsman
5328,njp.32101063578338,,"Tytler, M. Fraser.",,1847,,m,<blank>,"The wonder-seeker, or, The history of Charles Douglas"
7149,nyp.33433076065204,,"Benning, Howe.",,1899,,m,<blank>,At opening doors
5234,nyp.33433076048556,,"Rembert, W. R.",,1854,,u,<blank>,The Georgia bequest
3594,hvd.32044105628457,,"Gilman, Chandler Robbins,",,1835,,m,<blank>,Legends of a log cabin
6174,uc2.ark+=13960=t0pr7nz52,,"Greer, Maria J.",,1882,,f,<blank>,My mother's diamonds
6605,nyp.33433076059538,,"Pryer, Charles,",,1897,,m,<blank>,Reminiscences of an old Westchester homestead
10985,mdp.39015030963899,,"Chavannes, Albert.",,1897,,m,<blank>,In brighter climes
11384,mdp.39015027933863,,"Van Cleve, Charlotte Ouisconsin (Clark)",,1888,,f,<blank>," Three score years and ten,  life-long memories of Fort Snelling, Minnesota, and other parts of the West"
3578,njp.32101068178597,,"Hepworth, George H.",,1881,,m,<blank>,!!!
5630,mdp.39015063629540,,"Hepworth, George H.",,1894,,m,<blank>,"Hiram Golf's religion; or, The  shoemaker by the grace of God."
7039,nyp.33433076065063,,"Hepworth, George H.",,1896,,m,<blank>,The farmer and the Lord
619,nyp.33433082256466,,"Seaton, Oneida.",,1845,,f,<blank>,"It is all for the best, or, Clarke the baker"
13126,mdp.39015063917440,,"Forney, John Wien,",,1881,,m,<blank>,The new nobility
4486,nyp.33433082532197,,"Duryea, Anna S. P.",,1896,,f,<blank>,Sir Knight of the golden pathway
708,loc.ark+=13960=t6zw1xr4f,,"Fezandie, Hector. [old catalog heading]",,1893,,m,<blank>,The proposal
1038,nyp.33433082193586,,"Lucian,",,1781,,m,v. 1,The works of Lucian
1038,nyp.33433082193594,,"Lucian,",,1781,,m,v. 3,The works of Lucian
12998,nyp.33433074386792,,"Lucian,",,1880,,m,<blank>,A traveller's true tale
11093,nyp.33433074930466,,"Brock, Carey,",,1871,,f,<blank>,James Gordon's wife
11507,mdp.39015030170057,,"Dahn, Felix,",,1883,,m,<blank>,Felicitas
2176,nyp.33433075727366,,"Ferrer, Max.",,1859,,m,<blank>,Robert Mornay
6554,wu.89098009954,,"Slenker, Elmina Drake,",,1879,,m,<blank>,The Darwins
10788,nyp.33433074807573,,"Brewster, Anne M. H.",,1860,,f,<blank>,"Compensation; or, Always a future"
10791,nyp.33433074807615,,"Brewster, Anne M. H.",,1866,,f,<blank>,St. Martin's summer
917,nyp.33433000182612,,"Huntley, H. V.",,1849,,m,<blank>,Peregrine Scramble
5050,nyp.33433082353859,,"Jones, Cecelia Anne.",,1897,,f,<blank>,Count up the sunny days
1416,nyp.33433088074210,,"Bussey, George Moir.",,1842,,m,<blank>,"Fables, original and selected"
3456,uc1.b4594152,,"Deloney, Thomas,",,1859,,m,<blank>,The history of John Winchcomb
3721,uc2.ark+=13960=t88g8m094,,"Deloney, Thomas,",,1812,,m,<blank>,Thomas of Reading
6931,uiuo.ark+=13960=t4cn7rb03,,"Newman, Mrs.",,1875,,f,v.1,Jean
6931,uiuo.ark+=13960=t52f8c60j,,"Newman, Mrs.",,1875,,f,v.2,Jean
